user,date,error_logon,error_http,error_device,error_file
U0001,2024-02-05T00:00:00.000000000,0.003075108164921403,0.0024924371391534805,0.0011306075612083077,0.006681333761662245
U0001,2024-02-06T00:00:00.000000000,0.011368843726813793,0.0019792362581938505,0.0011306075612083077,0.006453581620007753
U0001,2024-02-07T00:00:00.000000000,0.0163912083953619,0.0025931084528565407,0.0011306075612083077,0.0003150083648506552
U0001,2024-02-08T00:00:00.000000000,6.981926162552554e-06,0.00027519246214069426,0.0011306075612083077,5.872905603609979e-05
U0001,2024-02-09T00:00:00.000000000,0.0005889083840884268,1.205292392114643e-05,0.0011306075612083077,0.0008089623879641294
U0001,2024-02-12T00:00:00.000000000,0.01834956184029579,0.0001841872581280768,0.0011306075612083077,0.002089531859382987
U0001,2024-02-13T00:00:00.000000000,0.005988541059195995,0.0027251283172518015,0.0011306075612083077,7.015342271188274e-05
U0001,2024-02-14T00:00:00.000000000,0.006093917414546013,1.795045818653307e-06,0.0011306075612083077,0.0022542020305991173
U0001,2024-02-15T00:00:00.000000000,0.006902324967086315,0.0004029586852993816,0.0011306075612083077,0.010503603145480156
U0001,2024-02-16T00:00:00.000000000,0.007631576154381037,0.0022653318010270596,0.0011306075612083077,0.008236986584961414
U0001,2024-02-19T00:00:00.000000000,0.0015378838870674372,0.22297276556491852,0.0011306075612083077,0.0015742946416139603
U0001,2024-02-20T00:00:00.000000000,0.3018469512462616,0.0004461581411305815,0.3695208430290222,0.0004340691666584462
U0001,2024-02-21T00:00:00.000000000,0.012446761131286621,0.0036943808663636446,0.0019044923828914762,0.0030213629361242056
U0001,2024-02-22T00:00:00.000000000,0.08185933530330658,0.0028726484160870314,0.0018573232227936387,0.005315043963491917
U0001,2024-02-23T00:00:00.000000000,0.033495206385850906,0.008732781745493412,0.002147251507267356,0.008799503557384014
U0001,2024-02-26T00:00:00.000000000,0.00145534158218652,1.96399037122319e-06,0.0020061200484633446,0.0028258156962692738
U0001,2024-02-27T00:00:00.000000000,0.008522667922079563,0.003017747076228261,0.0014204070903360844,0.0027035088278353214
U0001,2024-02-28T00:00:00.000000000,0.00950064230710268,0.007382611278444529,0.0017625861801207066,0.05454179272055626
U0001,2024-02-29T00:00:00.000000000,0.010354775935411453,3.588758045225404e-05,0.0014393212040886283,0.007653471548110247
U0001,2024-03-01T00:00:00.000000000,0.005655222572386265,0.0036587242502719164,0.0011306075612083077,0.0030753924511373043
U0001,2024-03-04T00:00:00.000000000,0.0003786553570535034,0.0008884058333933353,0.0011306075612083077,0.0001269494678126648
U0001,2024-03-05T00:00:00.000000000,0.0067147682420909405,0.0035908366553485394,0.0011306075612083077,0.0021813244093209505
U0001,2024-03-06T00:00:00.000000000,0.009396458975970745,0.004246886819601059,0.0011306075612083077,0.007444873917847872
U0001,2024-03-07T00:00:00.000000000,0.0020918429363518953,0.0021504450123757124,0.0011306075612083077,0.010014458559453487
U0001,2024-03-08T00:00:00.000000000,0.004011881072074175,0.0006184535450302064,0.0011306075612083077,0.005142134614288807
U0001,2024-03-11T00:00:00.000000000,0.0021357655059546232,0.0015293966280296445,0.0011306075612083077,2.7893696824321523e-05
U0001,2024-03-12T00:00:00.000000000,0.17072109878063202,0.004943319596350193,0.0011306075612083077,0.0012682476080954075
U0001,2024-03-13T00:00:00.000000000,4.096314114576671e-06,0.0015536880819126964,0.9263940453529358,0.01312500610947609
U0001,2024-03-14T00:00:00.000000000,0.003352356143295765,0.00023524521384388208,0.0024182950146496296,0.0006505752680823207
U0001,2024-03-15T00:00:00.000000000,0.005236639641225338,0.0024883144069463015,0.0023360091727226973,0.012018446810543537
U0001,2024-03-18T00:00:00.000000000,0.009403971023857594,0.004380793310701847,0.0028479385655373335,0.00037921461625956
U0001,2024-03-19T00:00:00.000000000,8.705036691480927e-10,0.005132343154400587,0.3955613970756531,0.0016075302846729755
U0001,2024-03-20T00:00:00.000000000,0.002025462919846177,0.006905346177518368,0.0025553572922945023,0.008221609517931938
U0001,2024-03-21T00:00:00.000000000,0.009623178280889988,0.0018080506706610322,0.00320838438346982,0.0001547067950014025
U0001,2024-03-22T00:00:00.000000000,0.00029750907560810447,0.022612374275922775,0.0028941568452864885,0.011704624630510807
U0001,2024-03-25T00:00:00.000000000,0.004643656779080629,0.0049376050010323524,0.0020664213225245476,0.003138730302453041
U0001,2024-03-26T00:00:00.000000000,0.0015216118190437555,0.0016330870566889644,0.0014387965202331543,0.008677725680172443
U0001,2024-03-27T00:00:00.000000000,2.2781930510973325e-06,0.004429809283465147,0.0018048390047624707,0.02559247426688671
U0001,2024-03-28T00:00:00.000000000,0.01184092741459608,0.002216053195297718,0.0014589772326871753,0.0012325402349233627
U0001,2024-03-29T00:00:00.000000000,0.004399244207888842,0.0001441322237951681,0.0011306075612083077,0.0053234947845339775
U0002,2024-01-10T00:00:00.000000000,0.005156137980520725,0.00021257151092868298,0.0011306075612083077,0.00669240765273571
U0002,2024-01-11T00:00:00.000000000,0.007792288903146982,0.0038495941553264856,0.0011306075612083077,1.665236823100713e-06
U0002,2024-01-12T00:00:00.000000000,0.0034712604247033596,0.0022232194896787405,0.0011306075612083077,0.011204849928617477
U0002,2024-01-15T00:00:00.000000000,0.010917657986283302,0.003314439905807376,0.0011306075612083077,0.011757743544876575
U0002,2024-01-16T00:00:00.000000000,0.008923729881644249,0.00046575989108532667,0.0011306075612083077,0.00025475514121353626
U0002,2024-01-17T00:00:00.000000000,0.15936608612537384,0.0004906506510451436,0.0011306075612083077,0.010239144787192345
U0002,2024-01-18T00:00:00.000000000,0.00016043779032770544,0.001884216209873557,0.0011306075612083077,0.014184746891260147
U0002,2024-01-19T00:00:00.000000000,0.005341584328562021,0.00022406892094295472,0.0011306075612083077,0.004499025642871857
U0002,2024-01-22T00:00:00.000000000,0.0003913018445018679,7.924942110548727e-06,0.0011306075612083077,0.005789811722934246
U0002,2024-01-23T00:00:00.000000000,0.006595551036298275,0.0008275533909909427,0.0011306075612083077,0.02166144922375679
U0002,2024-01-24T00:00:00.000000000,0.006200504023581743,0.0006332722841762006,0.0011306075612083077,0.06529344618320465
U0002,2024-01-25T00:00:00.000000000,0.018402954563498497,0.003578710136935115,0.0011306075612083077,0.009271509945392609
U0002,2024-01-26T00:00:00.000000000,0.01472500991076231,0.00234040105715394,0.0011306075612083077,0.0084180673584342
U0002,2024-01-29T00:00:00.000000000,0.0023532910272479057,0.001811280963011086,0.0011306075612083077,0.0074339136481285095
U0002,2024-01-30T00:00:00.000000000,0.004322326276451349,0.0015880411956459284,0.0011306075612083077,0.014288979582488537
U0002,2024-01-31T00:00:00.000000000,9.48132492339937e-06,0.024559171870350838,0.0011306075612083077,0.006538785994052887
U0002,2024-02-01T00:00:00.000000000,0.006798341870307922,0.0016100117936730385,0.0011306075612083077,0.01793615147471428
U0002,2024-02-02T00:00:00.000000000,0.21545979380607605,0.00013008878158871084,0.0011306075612083077,0.005290200002491474
U0002,2024-02-05T00:00:00.000000000,0.03847716376185417,0.0004075326432939619,0.0011306075612083077,0.00010373186523793265
U0002,2024-02-06T00:00:00.000000000,0.0003675340849440545,0.00020000056247226894,0.0011306075612083077,0.00709398090839386
U0002,2024-02-07T00:00:00.000000000,0.006072523538023233,0.003322261618450284,0.0011306075612083077,0.00041584583232179284
U0002,2024-02-08T00:00:00.000000000,0.0015058101853355765,0.00208658492192626,0.4033317267894745,0.0024540149606764317
U0002,2024-02-09T00:00:00.000000000,0.005165215581655502,6.310410390142351e-05,0.0019417385337874293,0.00015891186194494367
U0002,2024-02-12T00:00:00.000000000,0.003414143342524767,0.0052251205779612064,0.0018921024166047573,0.00030683173099532723
U0002,2024-02-13T00:00:00.000000000,0.09878186881542206,0.004219422582536936,0.0021975035779178143,0.006114416755735874
U0002,2024-02-14T00:00:00.000000000,0.014455716125667095,0.00776720093563199,0.0020487539004534483,0.004541792906820774
U0002,2024-02-15T00:00:00.000000000,0.008291225880384445,0.0037398855201900005,0.54090416431427,0.0033651026897132397
U0002,2024-02-16T00:00:00.000000000,0.00015118626470211893,0.00012917534331791103,0.0029606223106384277,0.003969972021877766
U0002,2024-02-17T00:00:00.000000000,0.16436049342155457,0.002658757846802473,0.0024541623424738646,0.0005606563645415008
U0002,2024-02-19T00:00:00.000000000,0.08882860839366913,0.0010618848027661443,0.0023961791303008795,0.006515363696962595
U0002,2024-02-20T00:00:00.000000000,0.03478816896677017,0.0019514858722686768,0.002216892782598734,0.012021061033010483
U0002,2024-02-21T00:00:00.000000000,0.009631507098674774,0.0028377037961035967,0.0014840407529845834,0.0021911230869591236
U0002,2024-02-22T00:00:00.000000000,0.007978478446602821,0.003012706758454442,0.0019097510958090425,0.000422508834162727
U0002,2024-02-23T00:00:00.000000000,0.0033625790383666754,0.0019911073613911867,0.0015073659596964717,0.023136865347623825
U0002,2024-02-26T00:00:00.000000000,0.007483011111617088,0.0024501073639839888,0.0011306075612083077,0.0030318431090563536
U0002,2024-02-27T00:00:00.000000000,0.014401603490114212,2.724026853684336e-05,0.0011306075612083077,0.004411420784890652
U0002,2024-02-28T00:00:00.000000000,0.12800484895706177,0.0016259170370176435,0.0011306075612083077,0.00011112947686342523
U0002,2024-02-29T00:00:00.000000000,0.0030872372444719076,0.00014975614612922072,0.0011306075612083077,0.004590737633407116
U0002,2024-03-01T00:00:00.000000000,0.015284919179975986,0.0020044385455548763,0.0011306075612083077,0.0065132081508636475
U0002,2024-03-04T00:00:00.000000000,0.0073050325736403465,0.004901526030153036,0.0011306075612083077,0.0010024814400821924
U0002,2024-03-05T00:00:00.000000000,0.005853772629052401,0.0031886091455817223,0.0011306075612083077,0.00011725372314685956
U0002,2024-03-06T00:00:00.000000000,0.0034629215952008963,0.0001614859065739438,0.0011306075612083077,0.0013840332394465804
U0002,2024-03-07T00:00:00.000000000,0.008299564011394978,0.0012893618550151587,0.0011306075612083077,3.8220994611037895e-05
U0002,2024-03-08T00:00:00.000000000,0.006452528294175863,0.00027088847127743065,0.0011306075612083077,0.013851573690772057
U0002,2024-03-11T00:00:00.000000000,0.011259175837039948,0.00024166588264051825,0.0011306075612083077,0.005824131891131401
U0002,2024-03-12T00:00:00.000000000,0.004992211703211069,0.0013451894046738744,0.0011306075612083077,0.0010866286465898156
U0002,2024-03-13T00:00:00.000000000,0.004283735528588295,0.001664176001213491,0.0011306075612083077,0.0002131750516127795
U0002,2024-03-14T00:00:00.000000000,4.589526361087337e-05,0.0011470989556983113,0.0011306075612083077,0.00010292966180713847
U0002,2024-03-15T00:00:00.000000000,0.0031334632076323032,0.002192786429077387,0.0011306075612083077,0.01616886630654335
U0002,2024-03-18T00:00:00.000000000,0.004778141621500254,5.17122280143667e-05,0.0011306075612083077,0.005974526982754469
U0002,2024-03-19T00:00:00.000000000,0.006777353584766388,7.07176877767779e-05,0.0011306075612083077,0.002467651851475239
U0002,2024-03-20T00:00:00.000000000,0.003879392286762595,0.00016989100549835712,0.0011306075612083077,0.003064395161345601
U0002,2024-03-21T00:00:00.000000000,0.0025039545726031065,0.003697569714859128,0.0011306075612083077,0.005499136634171009
U0002,2024-03-22T00:00:00.000000000,0.002932724542915821,0.0001102102396544069,0.0011306075612083077,0.0018341629765927792
U0002,2024-03-25T00:00:00.000000000,0.009367302991449833,8.132224320434034e-05,0.0011306075612083077,0.0016003212658688426
U0002,2024-03-26T00:00:00.000000000,0.002440315904095769,0.0010487452382221818,0.0011306075612083077,0.0020259511657059193
U0002,2024-03-27T00:00:00.000000000,0.004638588987290859,0.0014871564926579595,0.0011306075612083077,0.0011759646004065871
U0002,2024-03-28T00:00:00.000000000,0.12867550551891327,0.004179160110652447,0.0011306075612083077,0.004087659064680338
U0002,2024-03-29T00:00:00.000000000,0.030359679833054543,0.00034212099853903055,0.0011306075612083077,0.0015807527815923095
U0003,2024-01-10T00:00:00.000000000,0.00027119071455672383,0.00046009154175408185,0.0011306075612083077,6.603608198929578e-05
U0003,2024-01-11T00:00:00.000000000,0.0037293368950486183,0.0016632034676149487,0.0011306075612083077,0.0033141241874545813
U0003,2024-01-12T00:00:00.000000000,0.003054234432056546,0.0030014042276889086,0.0011306075612083077,0.018615884706377983
U0003,2024-01-15T00:00:00.000000000,0.0006975596770644188,0.00048503713333047926,0.0011306075612083077,9.384386794408783e-05
U0003,2024-01-16T00:00:00.000000000,0.008083759807050228,0.0024406281299889088,0.0011306075612083077,0.007557473611086607
U0003,2024-01-17T00:00:00.000000000,0.0580819733440876,0.00469325203448534,0.0011306075612083077,0.0029416659381240606
U0003,2024-01-18T00:00:00.000000000,0.034886136651039124,0.004109256900846958,0.0011306075612083077,0.0115618035197258
U0003,2024-01-19T00:00:00.000000000,0.003721776884049177,0.0006323487032204866,0.0011306075612083077,0.0014448598958551884
U0003,2024-01-22T00:00:00.000000000,0.010457972064614296,0.0028011996764689684,0.4176695942878723,0.002530246041715145
U0003,2024-01-23T00:00:00.000000000,0.010202519595623016,0.00029252131935209036,0.0019571641460061073,0.007457551546394825
U0003,2024-01-24T00:00:00.000000000,0.004854517988860607,0.0010634703794494271,0.0019065026426687837,0.008675682358443737
U0003,2024-01-25T00:00:00.000000000,0.002556777559220791,0.00023617495025973767,0.0022183433175086975,2.072293500532396e-05
U0003,2024-01-26T00:00:00.000000000,0.009152267128229141,0.004042822867631912,0.0020664213225245476,0.0006283650291152298
U0003,2024-01-29T00:00:00.000000000,0.00022257071395870298,0.000580178399104625,0.0014387965202331543,0.000932392431423068
U0003,2024-01-30T00:00:00.000000000,0.0022414063569158316,9.118267917074263e-05,0.0018048390047624707,2.118612428603228e-06
U0003,2024-01-31T00:00:00.000000000,0.0036529076751321554,0.00010637588275130838,0.0014589772326871753,0.013299849815666676
U0003,2024-02-01T00:00:00.000000000,0.00028163904789835215,0.0010700621642172337,0.0011306075612083077,0.009610366076231003
U0003,2024-02-02T00:00:00.000000000,0.0018155502621084452,0.004710066132247448,0.0011306075612083077,0.0017710010288283229
U0003,2024-02-05T00:00:00.000000000,0.0009430553764104843,0.0010944942478090525,0.0011306075612083077,0.001285807229578495
U0003,2024-02-06T00:00:00.000000000,0.004468923434615135,0.003788221627473831,0.0011306075612083077,0.002744759898632765
U0003,2024-02-07T00:00:00.000000000,3.605774691095576e-05,1.8636364984558895e-05,0.0011306075612083077,0.010744231753051281
U0003,2024-02-08T00:00:00.000000000,0.005137998145073652,0.00018481550796423107,0.0011306075612083077,0.009356853552162647
U0003,2024-02-09T00:00:00.000000000,0.0031228552106767893,0.00039416036452166736,0.0011306075612083077,0.0012471938971430063
U0003,2024-02-12T00:00:00.000000000,0.004741312935948372,0.0015216118190437555,0.0011306075612083077,0.00371224875561893
U0003,2024-02-13T00:00:00.000000000,0.1809632033109665,0.002557561034336686,0.0011306075612083077,0.003436301602050662
U0003,2024-02-14T00:00:00.000000000,0.004518324509263039,0.005454452708363533,0.0011306075612083077,0.0008732422138564289
U0003,2024-02-15T00:00:00.000000000,0.00817143451422453,0.001999765867367387,0.0011306075612083077,1.2925393093610182e-06
U0003,2024-02-16T00:00:00.000000000,0.012015742249786854,0.001815154100768268,0.4033317267894745,4.1748592138901586e-08
U0003,2024-02-19T00:00:00.000000000,3.564732105587609e-05,0.00021666151587851346,0.0019417385337874293,0.015800608322024345
U0003,2024-02-20T00:00:00.000000000,0.0034123326186090708,0.0019081153441220522,0.0018921024166047573,0.0016944243106991053
U0003,2024-02-21T00:00:00.000000000,0.006253295112401247,0.004372662398964167,0.40071505308151245,0.0012279367074370384
U0003,2024-02-22T00:00:00.000000000,0.010568798519670963,0.0007838195888325572,0.0031223923433572054,0.008698860183358192
U0003,2024-02-23T00:00:00.000000000,0.0021358150988817215,0.0017535260412842035,0.0022943755611777306,0.000623670348431915
U0003,2024-02-26T00:00:00.000000000,0.002101116580888629,0.003998060245066881,0.003114989958703518,0.002703484147787094
U0003,2024-02-27T00:00:00.000000000,0.009062518365681171,0.00011461604299256578,0.002495451597496867,1.8775055650621653e-05
U0003,2024-02-28T00:00:00.000000000,0.008334625512361526,0.0027264165692031384,0.0014387965202331543,0.0024658874608576298
U0003,2024-02-29T00:00:00.000000000,0.002918410114943981,0.000947622291278094,0.40629756450653076,8.954070653999224e-05
U0003,2024-03-01T00:00:00.000000000,1.461337069486035e-05,0.0001676161482464522,0.002382617676630616,0.0031868189107626677
U0003,2024-03-04T00:00:00.000000000,0.005265396554023027,0.002563466550782323,0.0019065026426687837,0.0017851160373538733
U0003,2024-03-05T00:00:00.000000000,4.071836519869976e-05,0.006373912561684847,0.0022183433175086975,0.005688035860657692
U0003,2024-03-06T00:00:00.000000000,0.005663482006639242,0.0029171996284276247,0.8890905380249023,0.00450332835316658
U0003,2024-03-07T00:00:00.000000000,0.0028519206680357456,0.0003219649661332369,0.002847578376531601,0.002272111363708973
U0003,2024-03-08T00:00:00.000000000,0.00010108396236319095,0.0014703876804560423,0.003257742850109935,0.001363170798867941
U0003,2024-03-11T00:00:00.000000000,0.005130481440573931,0.0009250431321561337,0.0033389905001968145,0.009826503694057465
U0003,2024-03-12T00:00:00.000000000,0.007358059287071228,0.00013254904479254037,0.002583349822089076,0.02845698781311512
U0003,2024-03-13T00:00:00.000000000,0.07582230120897293,0.00040018046274781227,0.001590846455655992,0.00019903403881471604
U0003,2024-03-14T00:00:00.000000000,0.014525773003697395,0.0006532659172080457,0.002162507502362132,0.011909960769116879
U0003,2024-03-15T00:00:00.000000000,0.00271781487390399,8.99291699170135e-05,0.0016217479715123773,0.008403876796364784
U0003,2024-03-18T00:00:00.000000000,0.006376605946570635,0.0017216936685144901,0.0011306075612083077,0.01697608269751072
U0003,2024-03-19T00:00:00.000000000,0.005141322501003742,3.788713365793228e-05,0.0011306075612083077,0.00033591597457416356
U0003,2024-03-20T00:00:00.000000000,0.004249543882906437,0.008851265534758568,0.0011306075612083077,0.004931969102472067
U0003,2024-03-21T00:00:00.000000000,0.002212715335190296,0.0021405997686088085,0.0011306075612083077,0.0005612323293462396
U0003,2024-03-22T00:00:00.000000000,0.0037488650996237993,0.0044826725497841835,0.0011306075612083077,0.0029282330069690943
U0003,2024-03-25T00:00:00.000000000,0.0024495054967701435,0.001966269453987479,0.0011306075612083077,0.017762107774615288
U0003,2024-03-26T00:00:00.000000000,0.001388818142004311,0.0006752389599569142,0.5143892168998718,0.00041132204933092
U0003,2024-03-27T00:00:00.000000000,0.004483766388148069,0.012608942575752735,0.002056373283267021,0.007683891337364912
U0003,2024-03-28T00:00:00.000000000,0.003730428870767355,5.983874143566936e-05,0.00199906132183969,0.026096105575561523
U0003,2024-03-29T00:00:00.000000000,0.0033524942118674517,0.0020984455477446318,0.002352745272219181,0.00299634481780231
U0004,2024-01-10T00:00:00.000000000,9.568149835104123e-06,0.002637967001646757,0.0011306075612083077,0.06400671601295471
U0004,2024-01-11T00:00:00.000000000,0.0021751821041107178,0.020025841891765594,0.0011306075612083077,0.003455924103036523
U0004,2024-01-12T00:00:00.000000000,0.010559694841504097,0.004521505907177925,0.0011306075612083077,0.0072064148262143135
U0004,2024-01-15T00:00:00.000000000,0.00047881921636871994,0.0013366901548579335,0.0011306075612083077,0.006040053442120552
U0004,2024-01-16T00:00:00.000000000,0.00720200315117836,0.0010899398475885391,0.0011306075612083077,0.001434646314010024
U0004,2024-01-17T00:00:00.000000000,0.00912421103566885,7.277650729520246e-05,0.0011306075612083077,0.0149022676050663
U0004,2024-01-18T00:00:00.000000000,0.0065122367814183235,1.709211801426136e-06,0.0011306075612083077,0.024204371497035027
U0004,2024-01-19T00:00:00.000000000,0.0011356411268934608,0.00562304025515914,0.0011306075612083077,0.013889509253203869
U0004,2024-01-22T00:00:00.000000000,0.00537770614027977,0.002524936106055975,0.0011306075612083077,0.0035718814469873905
U0004,2024-01-23T00:00:00.000000000,0.0010752431116998196,0.00031455999123863876,0.0011306075612083077,0.01407481450587511
U0004,2024-01-24T00:00:00.000000000,0.0012046427000313997,0.0016332075465470552,0.0011306075612083077,6.934500902389118e-07
U0004,2024-01-25T00:00:00.000000000,0.251968115568161,0.005125385243445635,0.0011306075612083077,0.0005481379921548069
U0004,2024-01-26T00:00:00.000000000,0.03609968349337578,0.0018644805531948805,0.0011306075612083077,0.0033155656419694424
U0004,2024-01-29T00:00:00.000000000,0.0012728027068078518,0.0015979948220774531,0.0011306075612083077,0.012347571551799774
U0004,2024-01-30T00:00:00.000000000,0.0027243816293776035,0.0030055788811296225,0.0011306075612083077,0.009602596051990986
U0004,2024-01-31T00:00:00.000000000,0.0008423997787758708,0.0059987944550812244,0.0011306075612083077,0.008732079528272152
U0004,2024-02-01T00:00:00.000000000,0.0016198852099478245,0.00035531457979232073,0.0011306075612083077,0.00046408912749029696
U0004,2024-02-02T00:00:00.000000000,0.013830550946295261,0.004738776944577694,0.0011306075612083077,0.00013052832218818367
U0004,2024-02-05T00:00:00.000000000,0.009404676035046577,0.00017390774155501276,0.0011306075612083077,0.005058074835687876
U0004,2024-02-06T00:00:00.000000000,0.0002570282085798681,0.013546408154070377,0.0011306075612083077,0.003786791115999222
U0004,2024-02-07T00:00:00.000000000,0.044344156980514526,9.002641309052706e-05,0.0011306075612083077,0.0017180549912154675
U0004,2024-02-08T00:00:00.000000000,0.0013318698620423675,0.006195295136421919,0.0011306075612083077,0.00018077816639561206
U0004,2024-02-09T00:00:00.000000000,0.0007585582206957042,0.0045052566565573215,0.0011306075612083077,0.0026899022050201893
U0004,2024-02-12T00:00:00.000000000,0.004003225360065699,2.9711709430557676e-05,0.0011306075612083077,4.152966539550107e-06
U0004,2024-02-13T00:00:00.000000000,0.005744682624936104,0.0006760942051187158,0.0011306075612083077,0.00048795572365634143
U0004,2024-02-14T00:00:00.000000000,0.11965052038431168,0.006124572362750769,0.4033317267894745,0.0019346495391801
U0004,2024-02-15T00:00:00.000000000,0.02849510870873928,0.0004254051891621202,0.0019417385337874293,6.72193054924719e-05
U0004,2024-02-16T00:00:00.000000000,0.009651393629610538,0.001212201314046979,0.5003236532211304,0.0010411806870251894
U0004,2024-02-19T00:00:00.000000000,0.0013622379628941417,0.0008605750044807792,0.0034339753910899162,0.00025730731431394815
U0004,2024-02-20T00:00:00.000000000,0.008055617101490498,0.00012833127402700484,0.003175267018377781,0.006969845853745937
U0004,2024-02-21T00:00:00.000000000,0.023775145411491394,0.02843533456325531,0.002781619317829609,0.003511939663439989
U0004,2024-02-22T00:00:00.000000000,0.008207962848246098,0.0015842004213482141,0.003069755621254444,0.004303083289414644
U0004,2024-02-23T00:00:00.000000000,0.315825492143631,0.003939019050449133,0.0018384879222139716,1.8241700672660954e-05
U0004,2024-02-25T00:00:00.000000000,0.06391503661870956,0.0021756936330348253,0.0018842265708371997,2.5536057819408597e-06
U0004,2024-02-26T00:00:00.000000000,0.0757184773683548,0.0009435606771148741,0.0014956460800021887,0.0006899204454384744
U0004,2024-02-27T00:00:00.000000000,0.08712688088417053,0.0032872154843062162,0.0011306075612083077,0.0014905097195878625
U0004,2024-02-28T00:00:00.000000000,0.07842562347650528,0.0035372902639210224,0.0011306075612083077,0.0007401503971777856
U0004,2024-02-29T00:00:00.000000000,0.0056570423766970634,0.0023824048694223166,0.0011306075612083077,0.00022138783242553473
U0004,2024-03-01T00:00:00.000000000,0.003399531589820981,0.0003237899800296873,0.0011306075612083077,2.8094267690903507e-05
U0004,2024-03-04T00:00:00.000000000,0.027643399313092232,3.683209115479258e-07,0.0011306075612083077,0.011887854896485806
U0004,2024-03-05T00:00:00.000000000,0.020271029323339462,0.0032792577985674143,0.0011306075612083077,0.0050337547436356544
U0004,2024-03-06T00:00:00.000000000,0.008120199665427208,0.002200244925916195,0.0011306075612083077,0.0007099086069501936
U0004,2024-03-07T00:00:00.000000000,0.009705141186714172,0.00015924112813081592,0.40251222252845764,0.006416172254830599
U0004,2024-03-08T00:00:00.000000000,0.001788300578482449,0.00010417671001050621,0.0019408502848818898,0.00465592322871089
U0004,2024-03-11T00:00:00.000000000,0.005294319242238998,0.0010313836392015219,0.001891273190267384,4.997906944481656e-05
U0004,2024-03-12T00:00:00.000000000,0.0017018911894410849,0.00023956155928317457,0.002196304267272353,0.007746171671897173
U0004,2024-03-13T00:00:00.000000000,0.003211645409464836,0.001529909553937614,0.002047736896201968,0.0009018087876029313
U0004,2024-03-14T00:00:00.000000000,0.004415570758283138,0.003970752935856581,0.0014331148704513907,0.011168889701366425
U0004,2024-03-15T00:00:00.000000000,0.003093851264566183,3.898088471032679e-05,0.001791760209016502,0.008526718243956566
U0004,2024-03-18T00:00:00.000000000,2.864858652174007e-05,0.0024823418352752924,0.0014529033796861768,0.001472010975703597
U0004,2024-03-19T00:00:00.000000000,0.0026887955609709024,0.0035227991174906492,0.0011306075612083077,0.01638052612543106
U0004,2024-03-20T00:00:00.000000000,0.002518446883186698,0.016485020518302917,0.0011306075612083077,0.0053133233450353146
U0004,2024-03-21T00:00:00.000000000,0.004831098951399326,0.0020004163961857557,0.0011306075612083077,0.002094144467264414
U0004,2024-03-22T00:00:00.000000000,0.0009453888051211834,0.000983851496130228,0.0011306075612083077,0.010305281728506088
U0004,2024-03-25T00:00:00.000000000,2.1783522242913023e-05,0.002249761251732707,0.0011306075612083077,0.006094168871641159
U0004,2024-03-26T00:00:00.000000000,0.003752595977857709,0.0058584981597959995,0.0011306075612083077,0.0006929359515197575
U0004,2024-03-27T00:00:00.000000000,0.020538579672574997,0.004909892566502094,0.0011306075612083077,0.002951462985947728
U0004,2024-03-28T00:00:00.000000000,0.07620684802532196,0.004463107790797949,0.0011306075612083077,0.004663506988435984
